Collection Pillar,Recommendation,Sell Priority,Museum Score,Investment Score,Liquidity Score,Duplicate,Duplicate Count,Upgrade Candidate,Needs Grading,Needs Photo,Needs Verification,Verification Notes,Series,Issue Full,Issue,Issue Ext,Title,Edition / Variant,Publisher,Series Group,Age,Release Date,Cover Date,Publication Date,Barcode,Quantity,Location,Current Price,Cover Price,Purchase Price,Purchase Date,Is Key Comic,Key Comic Reason,Key Categories,Story Arc,Crossover,Genres,Slab Status,Grade Rating,Assumed Grade,Signees,Tags,Cover Image URL,CLZ Hash,BP Comic ID,BP Series ID,Added Date,Modified Date,Format,Collection Status,Collection,Read It,Country,Language,Value Locked,Raw XML Index
Sci-Fi,Verify then Lot,High,25,10,40,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 5",21D,21,D,Part Two,Mikel Janin Retailer Incentive International Cover,DC Comics,Flash,Modern,"Apr 26, 2017",Jun 2017,Jun 2017,76194134184202141,1,18,0.0,2.99,2.99,,No,,,The Button,The Button,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/6c/6c_488638_0_FlashVol521D.jpg,4ff39c81054e4e288eeb5c79a51e6be5,488638,69148,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,70
Sci-Fi,Verify then Lot,High,25,10,40,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 5",21C,21,C,Part Two,Howard Porter Retailer Incentive Cover,DC Comics,Flash,Modern,"Apr 26, 2017",Jun 2017,Jun 2017,76194134184202131,1,18,0.0,2.99,2.99,,No,,,The Button,The Button,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/ba/ba_484960_0_FlashVol521C.jpg,5cd606d3bca3401a9ec28a0ca40496a7,484960,69148,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,71
General Inventory,Sell / Lot Candidate,High,8,22,45,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 5",21A,21,A,Part Two,Jason Fabok Lenticular Regular Cover,DC Comics,Flash,Modern,"Apr 26, 2017",Jun 2017,Jun 2017,76194134184202111,1,18,26.0,3.99,0.0,,No,,,The Button,The Button,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d2/d2_484957_0_FlashVol521A.jpg,47528bfbacf24b529d36e184d64a6f3f,484957,69148,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,72
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",50A,50,A,You're Under Arrest / WWFD?!,Ivan Reis Regular Cover,DC Comics,Flash,Modern,"Apr 20, 2016",Jun 2016,Jun 2016,76194130647605011,1,18,0.0,4.99,4.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/21/21_432809_0_YoureUnderArrest.jpg,d01916e0fd65453b8767356fcfcaccff,432809,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,73
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",52B,52,B,,,DC Comics,Flash,Modern,"May 25, 2016",,,76194130647605221,1,18,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/45/45_440003_0_FlashVol452B.jpg,2c91b2aa11f04ed8924bd5c258f608cf,440003,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,74
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",23.3B,23,.3B,All For One,Standard 2D Cover,DC Comics,Flash,Modern,"Sep 18, 2013",Nov 2013,Nov 2013,76194131722923321,1,18,0.0,2.99,2.99,,No,,,,,Action,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/82/82_350106_0_FlashVol4233B.jpg,074d37632c424c70a6236eeee354837a,350106,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,75
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",2B,2,B,Think Fast,Greg Capullo Variant Cover,DC Comics,Flash,Modern,"Oct 26, 2011",Dec 2011,Dec 2011,76194130647600221,1,18,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/04/04_289591_0_FlashVol42B.jpg,8d919c221a4644ae9aaa902b1061ff65,289591,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,77
General Inventory,Sell / Lot Candidate,High,8,22,45,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",3A,3,A,Lights Out,Francis Manapul Regular Cover,DC Comics,Flash,Modern,"Nov 23, 2011",Jan 2012,Jan 2012,76194130647600311,1,18,26.0,2.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/59/59_291739_0_LightsOut.jpg,2bf1bf271f044e26ab3120386d05a5cf,291739,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,78
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",4A,4,A,Mob Rule,Francis Manapul Regular Cover,DC Comics,Flash,Modern,"Dec 28, 2011",Feb 2012,Feb 2012,76194130647600411,1,18,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/87/87_293929_0_MobRule.jpg,1c9de565391b4753a8c37d09726eab3e,293929,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,79
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",5A,5,A,,Francis Manapul Cover,DC Comics,Flash,Modern,"Jan 25, 2012",Mar 2012,Mar 2012,76194130647600511,1,18,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/3a/3a_295567_0_.jpg,5cda95c2b34547249cdd62930bb8bbd5,295567,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,80
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",1A,1,A,Part 1,Francis Manapul Regular Cover,DC Comics,,Modern,"Apr 14, 2010",Jun 2010,Jun 2010,76194127969500111,1,17,0.0,0.0,0.0,,No,,,Case One: The Dastardly Death of the Rogues,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/f8/f8_237746_0_FlashVol31ACaseOneTheDastardly.jpg,f15c3517b70744af94188d3a2131b6dc,237746,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,81
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",2A,2,A,Part 2,Francis Manapul Regular Cover,DC Comics,,Modern,"May 12, 2010",Jul 2010,Jul 2010,76194127969500211,1,17,0.0,0.0,0.0,,No,,,Case One: The Dastardly Death of the Rogues,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/45/45_241381_0_TheFlashVol32APart2.jpg,3993df7b1b2e48e784859cf1d840fe79,241381,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,82
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",3A,3,A,"Case One: The Dastardly Death of the Rogues, Part 3",Francis Manapul Regular Cover,DC Comics,,Modern,"Jun 30, 2010",Aug 2010,Aug 2010,76194127969500311,1,17,0.0,2.99,2.99,,No,,,,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/bf/bf_245839_0_CaseOneTheDastardlyDeathoftheR.jpg,09d3ab33f49344f7ae21a4e84267f7e3,245839,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,83
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",5A,5,A,Part 5,Francis Manapul Regular Cover,DC Comics,,Modern,"Sep 22, 2010",Nov 2010,Nov 2010,76194127969500511,1,17,0.0,2.99,2.99,,No,,,The Dastardly Death of the Rogues,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/f8/f8_253815_0_Part5.jpg,b1d8e53cf2e340cbaa23686453ec36a7,253815,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,84
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",6A,6,A,Part 6,Francis Manapul Regular Cover,DC Comics,,Modern,"Nov 17, 2010",Jan 2011,Jan 2011,76194127969500611,1,17,0.0,2.99,2.99,,No,,,Case One: The Dastardly Death of the Rogues,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/42/42_258697_0_Part6.jpg,bd95c13c20024601920276f65fa28077,258697,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,85
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",7A,7,A,"What Goes Around, Comes Around",Francis Manapul Regular Cover,DC Comics,,Modern,"Dec 08, 2010",Jan 2011,Jan 2011,76194127969500711,1,17,0.0,2.99,2.99,,No,,,,Brightest Day,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/ec/ec_261424_0_WhatGoesAroundComesAround.jpg,7288d464f35f4cb4915ad38315e95de9,261424,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,86
General Inventory,Sell / Lot Candidate,High,8,22,45,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",8A,8,A,Reverse Flash: Rebirth,,DC Comics,,Modern,"Dec 29, 2010",Feb 2011,Feb 2011,76194127969500811,1,17,46.0,2.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/a3/a3_261425_0_ReverseFlashRebirth.jpg,f3267a6c3ac341f4aa3d06701fdef778,261425,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,87
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",9A,9,A,Part One,,DC Comics,,Modern,"Feb 09, 2011",Apr 2011,Apr 2011,76194127969500911,1,17,0.0,2.99,2.99,,No,,,Case Two: The Road to FlashPoint,,Action; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/33/33_266008_0_PartOne.jpg,519c42285e0743cdb3b2f13069ab4cde,266008,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,88
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",10A,10,A,Part Two,,DC Comics,,Modern,"Apr 13, 2011",Jun 2011,Jun 2011,76194127969501011,1,17,0.0,2.99,2.99,,No,,,Case Two: The Road to FlashPoint,,Action; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/fc/fc_266009_0_PartTwo.jpg,ceb13fb9931048b2a721c114fe8a3da9,266009,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,89
General Inventory,Sell / Lot Candidate,High,0,10,35,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",11A,11,A,Part Three,,DC Comics,,Modern,"Apr 27, 2011",Jun 2011,Jun 2011,76194127969501111,1,18,4.0,2.99,0.0,,No,,,Case Two: The Road to FlashPoint,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4c/4c_266010_0_PartThree.jpg,b32dbff2a35645ebb70f385dc07f743b,266010,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,90
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 3",12A,12,A,Part Four,Francis Manapul Regular Cover,DC Comics,,Modern,"May 11, 2011",Jul 2011,Jul 2011,76194127969501211,1,18,0.0,2.99,2.99,,No,,,Case Two: The Road to FlashPoint,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d6/d6_269922_0_PartFour.jpg,056a1c3de3494e7787300d5e6893f357,269922,32099,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,91
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Flash, Vol. 4",23A,23,A,Part 4,,DC Comics,Flash,Modern,"Aug 28, 2013",Oct 2013,Oct 2013,76194130647602311,1,18,0.0,2.99,2.99,,No,,,Reverse,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/da/da_338902_0_FlashVol423A.jpg,0ef992610e14480f8cf38c913dc73a51,338902,41301,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,92
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Justice League vs Suicide Squad,2B,2,B,Chapter Two,Amanda Conner Variant Cover,DC Comics,,Modern,"Dec 28, 2016",Feb 2017,Feb 2017,76194134865000221,1,24,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/38/38_463697_0_ChapterTwo.jpg,bff7e73688014358b376a02e0441b34e,463697,72176,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,98
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Justice League vs Suicide Squad,5B,5,B,Chapter Five,Amanda Conner Variant Cover,DC Comics,,Modern,"Jan 18, 2017",Mar 2017,Mar 2017,76194134865000521,1,24,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/17/17_466541_0_ChapterFive.jpg,c3d50f9c93c7447c90a0194b24bdf354,466541,72176,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,99
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Justice League vs Suicide Squad,6B,6,B,Conclusion,Amanda Conner Variant Cover,DC Comics,,Modern,"Jan 25, 2017",Mar 2017,Mar 2017,76194134865000621,1,24,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/13/13_466544_0_Conclusion.jpg,5e4ed5a62ca24523bc39fb1dba409b05,466544,72176,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,100
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,1A,1,A,Domesday,Regular Ivan Reis Cover,DC Comics,,Modern,"Apr 08, 2015",Jun 2015,Jun 2015,76194132517000111,1,13,0.0,4.99,4.99,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1b/1b_397061_0_Domesday.jpg,d0a0e14fe14f4c3196c93fecc29cb0f4,397061,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,101
Batman,Inventory Review,Medium,25,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence: Harley Quinn,2A,2,A,Rabbit Season,Steve Pugh Regular Cover,DC Comics,,Modern,"May 06, 2015",Jul 2015,Jul 2015,76194132625200211,1,13,12.0,3.99,0.0,,No,,,,Convergence,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e5/e5_400344_0_RabbitSeason.jpg,f706fd7ab0c142c19c0c3610a7bcd29e,400344,60414,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,102
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,2B,2,B,The Planet Incarnate,Tony Daniel Variant Cover,DC Comics,,Modern,"Apr 15, 2015",Jun 2015,Jun 2015,76194132517000221,1,13,0.0,3.99,3.99,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/7b/7b_397067_0_ThePlanetIncarnate.jpg,4d0e98206a1345f7ab354a601bc0bfb4,397067,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,103
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,3B,3,B,Time Bomb,Variant Tony S. Daniel Cover,DC Comics,,Modern,"Apr 22, 2015",Jun 2015,Jun 2015,76194132517000321,1,13,0.0,3.99,3.99,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/82/82_397071_0_TimeBomb.jpg,81c353e0573a401e9c9598008975234b,397071,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,104
General Inventory,Sell / Lot Candidate,High,0,10,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,4B,4,B,The Return,Tony Daniel Variant Cover,DC Comics,,Modern,"Apr 29, 2015",Jun 2015,Jun 2015,76194132517000421,1,13,0.0,3.99,3.99,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/47/47_397075_0_TheReturn.jpg,5d6cc8ceeb4d441ca3ce1a23013394b8,397075,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,105
General Inventory,Sell / Lot Candidate,High,0,20,35,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,5B,5,B,Liberty?,Variant Tony S. Daniel Cover,DC Comics,,Modern,"May 06, 2015",Jul 2015,Jul 2015,76194132517000521,1,13,14.0,3.99,0.0,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/51/51_400323_0_Liberty.jpg,f90bb55819884b268e12a5f64ceac37e,400323,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,106
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Convergence,0A,0,A,The God Machine,Regular Ethan Van Sciver Cover,DC Comics,,Modern,"Apr 01, 2015",Jun 2015,Jun 2015,76194132517000011,1,13,0.0,4.99,4.99,,No,,,,Convergence,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/74/74_393902_0_Convergence0A.jpg,daf5c2f82d814c48af5f8baf7590a595,393902,59839,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,107
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",20A,20,A,"Part 2 / The World Of Krypton, Part 1: Discovery",,DC Comics,Superman,Modern,"May 01, 2013",Jul 2013,Jul 2013,76194130637702011,1,1,0.0,3.99,0.0,,No,,,Hybrid,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/99/99_331185_0_ActionComicsVol220A.jpg,78cf2fd1faa3479baa0d5024ef858074,331185,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,109
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",22A,22,A,Part One / Darkest Depths,,DC Comics,Superman,Modern,"Jul 03, 2013",Sep 2013,Sep 2013,76194130637702211,1,1,0.0,3.99,0.0,,No,,,Atomic Knights / The World Of Krypton,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1f/1f_335260_0_ActionComicsVol222A.jpg,dff12524fb4b47b9a2720061d5c9d322,335260,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,110
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",23A,23,A,Atomic Knights,Tyler Kirkham Regular Cover,DC Comics,Superman,Modern,"Aug 07, 2013",Oct 2013,Oct 2013,76194130637702311,1,1,0.0,3.99,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/88/88_338918_0_AtomicKnights.jpg,68e83d779e024ebaad3828636bd1ef75,338918,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,111
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",24A,24,A,Part Two,,DC Comics,Superman,Modern,"Oct 02, 2013",Dec 2013,Dec 2013,76194130637702411,1,1,0.0,3.99,0.0,,No,,,,Psi War,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/45/45_345195_0_.jpg,f5504c6916a74bddbe8969d59b618c77,345195,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,112
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",48A,48,A,Assault,Aaron Kuder Regular Cover,DC Comics,Superman,Modern,"Jan 06, 2016",Mar 2016,Mar 2016,76194130637704811,1,1,0.0,3.99,0.0,,No,,,Savage Dawn,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/86/86_427211_0_ActionComicsVol248A.jpg,c9304f01a3104e6997e7f538e2ffd749,427211,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,113
Superman,Inventory Review,Medium,25,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",49A,49,A,Immortal Combat,Aaron Kuder Regular Cover,DC Comics,Superman,Modern,"Feb 03, 2016",Apr 2016,Apr 2016,76194130637704911,1,1,18.0,3.99,0.0,,No,,,Savage Dawn,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/a3/a3_430439_0_ImmortalCombat.jpg,283de3a75ef24c46a9ff789994c29844,430439,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,114
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Action Comics, Vol. 2",51A,51,A,Part 3: Dazed and Confused,Karl Kerschl Regular Cover,DC Comics,Superman,Modern,"Apr 20, 2016",Jun 2016,Jun 2016,76194130637705111,1,1,0.0,3.99,0.0,,No,,,The Final Days of Superman,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cb/cb_436408_0_Part3DazedandConfused.jpg,5bb3c7d6e51f4e558554ab94613eab07,436408,41308,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,115
Superman,Inventory Review,Medium,25,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Superman Unchained,1N,1,N,The Leap / Epilogue,Director's Cut,DC Comics,Superman,Modern,"Jul 24, 2013",Sep 2013,Sep 2013,76194131678900111,1,28,18.0,5.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/44/44_347525_0_TheLeapEpilogue.jpg,15ecfa6726fc49bca812c1ed7c0de35a,347525,49563,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,116
Superman,Inventory Review,Medium,35,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Superman Unchained,2A,2,A,The Fall / Epilogue,Jim Lee Regular Cover,DC Comics,Superman,Modern,"Jul 10, 2013",Sep 2013,Sep 2013,76194131498300211,1,28,16.0,3.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/52/52_335250_0_SupermanUnchained2A.jpg,807c5371c5064fc8813022a62b6b3895,335250,49563,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,117
General Inventory,Sell Duplicate,High,0,32,35,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check","Wonder Woman, Vol. 4",49B,49,B,What Lies Beneath,Neal Adams Variant Cover,DC Comics,Wonder Woman,Modern,"Feb 17, 2016",Apr 2016,Apr 2016,76194130628504921,1,"Thor, Unity, Venom, WW",20.0,3.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4c/4c_430433_0_WhatLiesBeneath.jpg,0a4b9083aa8f4dc6af6768283b6f8cb9,430433,41300,2021-03-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,118
